ID	Protein description	Prediction	OTHER	SP(Sec/SPI)	LIPO(Sec/SPII)	TAT(Tat/SPI)	TATLIPO(Tat/SPII)	PILIN(Sec/SPIII)	CS Position	percent_identity	alignment_length	mismatches	gap_opens	query_start	query_end	subject_start	subject_end	evalue	bit_score	target_name	target_accession	query_accession	full_evalue	full_score	full_bias	best1_evalue	best1_score	best1_bias	exp	reg	clu	ov	env	dom	rep	inc	description	virulence_literature	T3E_secreted_evidence	species_source
WP_041182468.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	360	0	0	1	360	1	360	0.0	748.0	DDE_3	PF13358.13	-	2.7e-17	63.6	0.0	4.5e-17	62.9	0.0	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo
WP_041182574.1	IS30 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	318	0	0	1	318	1	318	0.0	650.0	HTH_38	PF13936.13	-	2e-15	56.8	6.0	1e-14	54.6	1.0	2.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Helix-turn-helix			xoo
WP_041182581.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	668.0	DDE_Tnp_IS1595	PF12762.14	-	2.9e-36	125.3	0.0	4.2000000000000005e-36	124.8	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo
WP_041182596.1	IS4 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	404	0	0	1	404	1	404	0.0	803.0	DDE_Tnp_1	PF01609.28	-	8.1e-24	85.1	0.4	2.4e-22	80.2	0.0	2.2	2.0	0.0	0.0	2.0	2.0	2.0	2.0	Transposase			xoo
WP_041182615.1	IS30 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	318	0	0	1	318	1	318	0.0	649.0	HTH_38	PF13936.13	-	6e-16	58.5	5.7	3e-15	56.2	1.0	2.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Helix-turn-helix			xoo
WP_041182661.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	669.0	DDE_Tnp_IS1595	PF12762.14	-	1e-36	126.7	0.0	1.5e-36	126.2	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo
WP_041182681.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	458	0	0	1	458	1	458	0.0	932.0	DUF772	PF05598.17	-	3e-18	66.7	0.0	6.1e-18	65.7	0.0	1.6	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_041182719.1	IS30-like element IS1112b family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	318	0	0	1	318	1	318	0.0	650.0	HTH_38	PF13936.13	-	2.1e-15	56.7	4.7	1e-14	54.6	1.0	2.6	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Helix-turn-helix			xoo
WP_041182722.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	669.0	DDE_Tnp_IS1595	PF12762.14	-	9.7e-37	126.8	0.0	1.5e-36	126.3	0.0	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo
WP_041182741.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	669.0	DDE_Tnp_IS1595	PF12762.14	-	2.2e-35	122.4	0.0	3.2e-35	121.9	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo
WP_041182775.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	669.0	DDE_Tnp_IS1595	PF12762.14	-	9.9e-34	117.1	0.0	1.4000000000000001e-33	116.6	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo
WP_041182780.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	669.0	DDE_Tnp_IS1595	PF12762.14	-	1.4e-35	123.0	0.0	2.1e-35	122.5	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo
WP_041182785.1	IS30 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	320	0	0	1	320	1	320	0.0	664.0	rve	PF00665.33	-	1e-06	29.5	0.0	2.5e-06	28.2	0.0	1.6	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Integrase			xoo
WP_041182811.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	668.0	DDE_Tnp_IS1595	PF12762.14	-	2.8e-36	125.3	0.0	4e-36	124.8	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo
WP_041182821.1	IS30 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	318	0	0	1	318	1	318	0.0	649.0	HTH_38	PF13936.13	-	6.3e-16	58.4	5.7	3e-15	56.2	1.0	2.6	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Helix-turn-helix			xoo
WP_041182856.1	IS30-like element IS1112 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	318	0	0	1	318	1	318	0.0	648.0	HTH_38	PF13936.13	-	1.7e-15	57.1	6.6	1e-14	54.6	1.0	2.7	2.0	0.0	0.0	2.0	2.0	2.0	2.0	Helix-turn-helix			xoo
WP_044756431.1	ISL3-like element ISXoo13 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	411	0	0	1	411	1	411	0.0	850.0	DDE_Tnp_ISL3	PF01610.24	-	1.1000000000000002e-59	202.7	0.5	1.4000000000000001e-59	202.4	0.5	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_044756487.1	IS4-like element ISXo14 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	404	0	0	1	404	1	404	0.0	802.0	DDE_Tnp_1	PF01609.28	-	1e-22	81.5	0.0	2e-22	80.5	0.0	1.5	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_044756993.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	352	0	0	1	352	1	352	0.0	712.0	DDE_3	PF13358.13	-	2.6999999999999997e-31	109.0	0.0	3.7e-31	108.5	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo
WP_044757045.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	352	0	0	1	352	1	352	0.0	712.0	DDE_3	PF13358.13	-	1.9e-30	106.2	0.0	2.9000000000000002e-30	105.7	0.0	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo
WP_044757078.1	type VI lipase adapter Tla3 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	565	0	0	1	565	1	565	0.0	1149.0	Tla3_C	PF20995.4	-	1.3e-50	171.6	0.0	3.2e-50	170.2	0.0	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Type			xoo
WP_048485524.1	PAAR domain-containing protein [Xanthomonas oryzae]	OTHER	0.999547	0.000486	3e-06	1e-06	0.0	1e-06		100.0	87	0	0	1	87	1	87	4.23e-60	172.0	PAAR_motif	PF05488.19	-	6.8e-19	68.4	3.4	7.8e-19	68.2	3.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	PAAR			xoo
WP_069959672.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	458	0	0	1	458	1	458	0.0	927.0	DUF772	PF05598.17	-	1.8e-19	70.6	0.0	3.8e-19	69.6	0.0	1.6	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_069959677.1	type VI lipase adapter Tla3 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	560	0	0	1	560	1	560	0.0	1136.0	Tla3_C	PF20995.4	-	2.7e-49	167.2	0.0	6.199999999999999e-49	166.1	0.0	1.6	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Type			xoo
WP_069959761.1	ISL3-like element ISXoo13 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	411	0	0	1	411	1	411	0.0	849.0	DDE_Tnp_ISL3	PF01610.24	-	2.0000000000000002e-60	205.2	0.6	2.5e-60	204.9	0.6	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_069960164.1	PAAR domain-containing protein [Xanthomonas oryzae]	OTHER	0.999547	0.000486	3e-06	1e-06	0.0	1e-06		100.0	87	0	0	1	87	1	87	1.19e-59	171.0	PAAR_motif	PF05488.19	-	2.4e-18	66.6	3.3	2.8e-18	66.4	3.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	PAAR			xoo
WP_069963868.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	365	0	0	1	365	1	365	0.0	755.0	DUF772	PF05598.17	-	2.5e-28	99.0	0.1	5.300000000000001e-28	98.0	0.1	1.6	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_069965005.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	458	0	0	1	458	1	458	0.0	927.0	DUF772	PF05598.17	-	1.9e-19	70.5	0.0	3.7e-19	69.6	0.0	1.5	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_070808022.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	458	0	0	1	458	1	458	0.0	927.0	DUF772	PF05598.17	-	1.3e-19	71.1	0.0	2.7e-19	70.1	0.0	1.6	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_075239572.1	Tox-REase-5 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	235	0	0	1	235	1	235	0.0	490.0	Tox-REase-5	PF15648.13	-	4.6e-16	59.8	1.3	4.1e-15	56.8	0.3	2.2	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Restriction			xoo
WP_075239573.1	Imm52 family immunity protein [Xanthomonas oryzae]	OTHER	1.0	1.2e-05	0.0	0.0	0.0	0.0		100.0	248	0	0	1	248	1	248	0.0	513.0	Imm52	PF15579.11	-	1.2e-09	38.8	0.0	1.5e-06	28.6	0.0	2.1	2.0	0.0	0.0	2.0	2.0	2.0	2.0	Immunity			xoo
WP_075239865.1	cytochrome-c peroxidase [Xanthomonas oryzae]	OTHER	0.555549	0.439837	0.003774	0.000302	0.000217	0.000322		100.0	254	0	0	1	254	1	254	0.0	525.0	CCP_MauG	PF03150.20	-	7e-37	127.9	0.0	9.1e-37	127.6	0.0	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Di-haem			xoo
WP_075244499.1	hypothetical protein [Xanthomonas oryzae]	LIPO	0.0	0.0	1.0	0.0	0.0	0.0	CS pos: 18-19. Pr: 0.9965	100.0	165	0	0	1	165	1	165	1.24e-120	331.0																					xoo
WP_080256641.1	RHS repeat protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	336	0	0	1	336	1	336	0.0	688.0	RHS_repeat	PF05593.20	-	1.3e-40	137.6	27.4	6.2e-08	33.4	1.5	9.0	5.0	4.0	4.0	9.0	9.0	9.0	8.0	RHS			xoo
WP_082322912.1	transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	102	0	0	1	102	1	102	3.23e-73	206.0	DDE_Tnp_1_2	PF13586.13	-	1e-09	39.3	0.4	1.4e-09	38.9	0.4	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_082323190.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	432	0	0	1	432	1	432	0.0	889.0	DDE_5	PF13546.13	-	7.2999999999999995e-84	282.1	10.4	1.1999999999999999e-83	281.4	10.4	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo
WP_082356988.1	IS5-like element ISXoo14 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	395	0	0	1	395	1	395	0.0	818.0	DUF772	PF05598.17	-	3.3e-28	98.6	0.1	6.100000000000001e-28	97.8	0.1	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_094187715.1	MULTISPECIES: IS5 family transposase [Gammaproteobacteria]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		99.606	254	1	0	1	254	1	254	0.0	530.0	DUF4096	PF13340.12	-	6.5e-21	74.9	0.6	1.2e-20	74.1	0.1	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Putative			xoo
WP_094187716.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	550.0	DDE_Tnp_1	PF01609.28	-	3.2e-30	106.0	0.1	5.1000000000000004e-30	105.3	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_094187724.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	254	0	0	1	254	1	254	0.0	531.0	DUF4096	PF13340.12	-	8e-21	74.7	0.8	1.2e-20	74.1	0.1	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Putative			xoo
WP_094187728.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	550.0	DDE_Tnp_1	PF01609.28	-	3.5e-31	109.1	0.1	5.5e-31	108.5	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_094187731.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	550.0	DDE_Tnp_1	PF01609.28	-	7.1e-31	108.1	0.1	1.1000000000000001e-30	107.5	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_094187735.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	254	0	0	1	254	1	254	0.0	530.0	DUF4096	PF13340.12	-	6.5e-21	74.9	0.6	1.2e-20	74.1	0.1	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Putative			xoo
WP_094187736.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	254	0	0	1	254	1	254	0.0	530.0	DUF4096	PF13340.12	-	6.6e-21	74.9	0.6	1.2e-20	74.1	0.1	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Putative			xoo
WP_094187737.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	251	0	0	1	251	1	251	0.0	520.0	DDE_Tnp_1	PF01609.28	-	5e-28	98.8	0.4	7.600000000000001e-28	98.2	0.3	1.4	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Transposase			xoo
WP_094187753.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	550.0	DDE_Tnp_1	PF01609.28	-	7.000000000000001e-31	108.1	0.1	1.1000000000000001e-30	107.5	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_094187758.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	550.0	DDE_Tnp_1	PF01609.28	-	7.000000000000001e-31	108.1	0.1	1.1000000000000001e-30	107.5	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_094187763.1	MULTISPECIES: IS5 family transposase [Gammaproteobacteria]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	551.0	DDE_Tnp_1	PF01609.28	-	7.1e-31	108.1	0.1	1.1000000000000001e-30	107.5	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_094187765.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	254	0	0	1	254	1	254	0.0	531.0	DUF4096	PF13340.12	-	3.7e-21	75.7	0.6	6.3e-21	75.0	0.1	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Putative			xoo
WP_094187766.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	549.0	DDE_Tnp_1	PF01609.28	-	7.1e-31	108.1	0.1	1.1000000000000001e-30	107.5	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_094187777.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	550.0	DDE_Tnp_1	PF01609.28	-	3.5e-31	109.1	0.1	5.5e-31	108.5	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_094187784.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	254	0	0	1	254	1	254	0.0	530.0	DUF4096	PF13340.12	-	6.5e-21	74.9	0.6	1.2e-20	74.1	0.1	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Putative			xoo
WP_094187801.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	550.0	DDE_Tnp_1	PF01609.28	-	7.1e-31	108.1	0.1	1.1000000000000001e-30	107.5	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_099051268.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	254	0	0	1	254	1	254	0.0	530.0	DUF4096	PF13340.12	-	6.6e-21	74.9	0.6	1.2e-20	74.1	0.1	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Putative			xoo
WP_099051275.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	550.0	DDE_Tnp_1	PF01609.28	-	6.8999999999999995e-31	108.2	0.1	1.1000000000000001e-30	107.5	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_099051287.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	254	0	0	1	254	1	254	0.0	530.0	DUF4096	PF13340.12	-	6.6e-21	74.9	0.6	1.2e-20	74.1	0.1	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Putative			xoo
WP_099051291.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	550.0	DDE_Tnp_1	PF01609.28	-	6.6e-28	98.4	0.1	1e-27	97.8	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_099051298.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	551.0	DDE_Tnp_1	PF01609.28	-	7.000000000000001e-31	108.1	0.2	1.1000000000000001e-30	107.5	0.1	1.4	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Transposase			xoo
WP_099051302.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	550.0	DDE_Tnp_1	PF01609.28	-	3.5e-31	109.1	0.1	5.5e-31	108.5	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_099051311.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	551.0	DDE_Tnp_1	PF01609.28	-	1.2000000000000001e-30	107.3	0.2	1.9e-30	106.7	0.1	1.3	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Transposase			xoo
WP_099051312.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	254	0	0	1	254	1	254	0.0	530.0	DUF4096	PF13340.12	-	6.5e-21	74.9	0.6	1.2e-20	74.1	0.1	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Putative			xoo
WP_109181925.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		99.606	254	1	0	1	254	1	254	0.0	529.0	DUF4096	PF13340.12	-	6.5e-21	74.9	0.6	1.2e-20	74.1	0.1	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Putative			xoo
WP_109181928.1	MULTISPECIES: IS1595-like element ISXo5 family transposase [Gammaproteobacteria]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	669.0	DDE_Tnp_IS1595	PF12762.14	-	1e-36	126.8	0.0	1.5e-36	126.3	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo
WP_109181945.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	254	0	0	1	254	1	254	0.0	529.0	DUF4096	PF13340.12	-	6.5e-21	74.9	0.6	1.2e-20	74.1	0.1	1.7	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Putative			xoo
WP_109181955.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	352	0	0	1	352	1	352	0.0	711.0	DDE_3	PF13358.13	-	8.999999999999999e-32	110.5	0.0	1.2e-31	110.1	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo
WP_109181970.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	669.0	DDE_Tnp_IS1595	PF12762.14	-	1e-36	126.8	0.0	1.5e-36	126.3	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo
WP_109182013.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	668.0	DDE_Tnp_IS1595	PF12762.14	-	4.1e-34	118.3	0.0	5.9e-34	117.8	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo
WP_109182023.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	550.0	DDE_Tnp_1	PF01609.28	-	3.3999999999999997e-31	109.2	0.1	5.3e-31	108.5	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_109182027.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	668.0	DDE_Tnp_IS1595	PF12762.14	-	1e-36	126.8	0.0	1.5e-36	126.3	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo
WP_109182041.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	266	0	0	1	266	1	266	0.0	550.0	DDE_Tnp_1	PF01609.28	-	3.2e-30	106.0	0.1	5.1000000000000004e-30	105.3	0.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo
WP_109182067.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	669.0	DDE_Tnp_IS1595	PF12762.14	-	4.1e-34	118.3	0.0	5.9e-34	117.8	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo
WP_109182069.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	904.0	DDE_5	PF13546.13	-	6e-85	285.7	10.0	9.3e-85	285.0	10.0	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo
WP_109182089.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	903.0	DDE_5	PF13546.13	-	1.1e-84	284.9	10.5	1.6999999999999999e-84	284.2	10.5	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo
WP_113118208.1	PAAR domain-containing protein [Xanthomonas oryzae]	OTHER	0.999995	1e-06	4e-06	0.0	0.0	0.0		100.0	41	0	0	1	41	1	41	5.34e-26	82.8	PAAR_motif	PF05488.19	-	4.3e-07	30.5	0.1	4.7e-07	30.4	0.1	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	PAAR			xoo
WP_115801888.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	903.0	DDE_5	PF13546.13	-	8.2e-85	285.2	9.7	1.4e-84	284.4	9.7	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo
WP_115801893.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	321	0	0	1	321	1	321	0.0	669.0	DDE_Tnp_IS1595	PF12762.14	-	2.3e-36	125.6	0.0	3.3e-36	125.1	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	ISXO2-like			xoo
