ID	Protein description	Prediction	OTHER	SP(Sec/SPI)	LIPO(Sec/SPII)	TAT(Tat/SPI)	TATLIPO(Tat/SPII)	PILIN(Sec/SPIII)	CS Position	percent_identity	alignment_length	mismatches	gap_opens	query_start	query_end	subject_start	subject_end	evalue	bit_score	target_name	target_accession	query_accession	full_evalue	full_score	full_bias	best1_evalue	best1_score	best1_bias	exp	reg	clu	ov	env	dom	rep	inc	description	virulence_literature	T3E_secreted_evidence	species_source	final_rank_score	rank_percentile
WP_115877340.1	IS701 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	903.0	DDE_5	PF13546.13	-	3.3e-84	283.2	9.9	5.5e-84	282.5	9.9	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1186.2	0.18
WP_129215625.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	903.0	DDE_5	PF13546.13	-	5.2e-84	282.6	9.8	8.8e-84	281.8	9.8	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1185.6	0.1825
WP_115877362.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	903.0	DDE_5	PF13546.13	-	9.6e-84	281.7	9.6	1.7e-83	280.9	9.6	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1184.7	0.185
WP_115877369.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	904.0	DDE_5	PF13546.13	-	2.9e-83	280.2	9.8	4.6e-83	279.5	9.8	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1184.2	0.1875
WP_115862280.1	IS701 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	904.0	DDE_5	PF13546.13	-	4.9e-83	279.4	10.1	7.5e-83	278.8	10.1	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1183.4	0.19
WP_115877358.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	903.0	DDE_5	PF13546.13	-	3.4e-83	279.9	10.1	6.9e-83	278.9	10.1	1.5	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1182.9	0.1925
WP_011408397.1	MULTISPECIES: IS256-like element IS1113 family transposase [Gammaproteobacteria]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	394	0	0	1	394	1	394	0.0	813.0	Transposase_mut	PF00872.25	-	5.7e-110	368.4	0.5	7e-110	368.1	0.5	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase,			xoo	1181.4	0.195
WP_115877367.1	IS701 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	439	0	0	1	439	1	439	0.0	903.0	DDE_5	PF13546.13	-	1.3999999999999998e-82	277.9	10.0	2.4e-82	277.1	10.0	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1180.9	0.1975
WP_129215666.1	IS256-like element IS1113 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	394	0	0	1	394	1	394	0.0	812.0	Transposase_mut	PF00872.25	-	1.1e-109	367.4	0.4	1.4e-109	367.1	0.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase,			xoo	1179.4	0.2
WP_011408522.1	IS256-like element IS1113 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	394	0	0	1	394	1	394	0.0	812.0	Transposase_mut	PF00872.25	-	1.8e-109	366.7	0.4	2.2e-109	366.4	0.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase,			xoo	1178.7	0.2025
WP_082323190.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	432	0	0	1	432	1	432	0.0	889.0	DDE_5	PF13546.13	-	7.299999999999999e-84	282.1	10.4	1.2e-83	281.4	10.4	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1171.1	0.205
WP_242505211.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1.0	2e-06	0.0	0.0	0.0	0.0		99.761	419	1	0	1	419	21	439	0.0	863.0	DDE_5	PF13546.13	-	3.8999999999999998e-84	283.0	9.7	6.1e-84	282.4	9.7	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	1146.0	0.2075
WP_012444471.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	539	0	0	1	539	1	539	0.0	1088.0																					xoo	1088.0	0.2125
WP_229002792.1	type VI secretion system tip protein VgrG [Xanthomonas oryzae]	OTHER	0.997757	0.002231	4e-05	4e-06	2e-06	5e-06		100.0	461	0	0	1	461	1	461	0.0	905.0	DUF2345	PF10106.15	-	2.6e-49	167.5	5.7	2.6e-49	167.5	5.7	2.0	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Uncharacterized	possible_virulence		xoo	1072.5	0.215
WP_129215603.1	ISL3-like element ISXoo13 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	411	0	0	1	411	1	411	0.0	851.0	DDE_Tnp_ISL3	PF01610.24	-	3.1e-60	204.5	0.5	3.9e-60	204.2	0.5	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	1055.5	0.22
WP_012443687.1	IS5-like element ISXoo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	491	0	0	1	491	1	491	0.0	999.0	DUF772	PF05598.17	-	6.9e-15	55.9	0.1	1e-10	42.6	0.0	2.5	1.0	1.0	0.0	2.0	2.0	2.0	2.0	Transposase			xoo	1054.9	0.2225
WP_012445794.1	ISL3-like element ISXoo13 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	411	0	0	1	411	1	411	0.0	849.0	DDE_Tnp_ISL3	PF01610.24	-	1.7e-60	205.4	0.5	2.2e-60	205.1	0.5	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	1054.4	0.225
WP_012445394.1	ISL3-like element ISXoo13 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	411	0	0	1	411	1	411	0.0	850.0	DDE_Tnp_ISL3	PF01610.24	-	3.6e-60	204.3	0.5	4.5e-60	204.0	0.5	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	1054.3	0.2275
WP_069959761.1	ISL3-like element ISXoo13 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	411	0	0	1	411	1	411	0.0	849.0	DDE_Tnp_ISL3	PF01610.24	-	2e-60	205.2	0.6	2.5e-60	204.9	0.6	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	1054.2	0.23
WP_012445230.1	ISL3-like element ISXoo13 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	411	0	0	1	411	1	411	0.0	851.0	DDE_Tnp_ISL3	PF01610.24	-	9.7e-60	202.9	0.4	1.2e-59	202.6	0.4	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	1053.9	0.2325
WP_117231484.1	ISL3-like element ISXoo13 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	411	0	0	1	411	1	411	0.0	849.0	DDE_Tnp_ISL3	PF01610.24	-	3.3000000000000004e-60	204.5	0.4	4.1e-60	204.1	0.4	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	1053.5	0.235
WP_129215616.1	ISL3-like element ISXoo13 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	411	0	0	1	411	1	411	0.0	850.0	DDE_Tnp_ISL3	PF01610.24	-	8.2e-60	203.2	0.5	1e-59	202.8	0.5	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	1053.2	0.2375
WP_012443979.1	ISL3-like element ISXoo13 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	411	0	0	1	411	1	411	0.0	850.0	DDE_Tnp_ISL3	PF01610.24	-	9.7e-60	202.9	0.5	1.2e-59	202.6	0.5	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	1052.9	0.24
WP_011257310.1	MULTISPECIES: ISL3-like element ISXoo13 family transposase [Gammaproteobacteria]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		99.757	411	1	0	1	411	1	411	0.0	850.0	DDE_Tnp_ISL3	PF01610.24	-	1.1000000000000004e-59	202.7	0.5	1.4000000000000001e-59	202.4	0.5	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	1052.7	0.24375
WP_044756431.1	ISL3-like element ISXoo13 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	411	0	0	1	411	1	411	0.0	850.0	DDE_Tnp_ISL3	PF01610.24	-	1.1000000000000004e-59	202.7	0.5	1.4000000000000001e-59	202.4	0.5	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	1052.7	0.24375
WP_011257570.1	ISL3-like element ISXoo13 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	411	0	0	1	411	1	411	0.0	849.0	DDE_Tnp_ISL3	PF01610.24	-	6.1e-60	203.6	0.5	7.6e-60	203.3	0.5	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	1052.6	0.24875
WP_011407713.1	ISL3-like element ISXoo13 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	411	0	0	1	411	1	411	0.0	849.0	DDE_Tnp_ISL3	PF01610.24	-	6.1e-60	203.6	0.5	7.6e-60	203.3	0.5	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	1052.6	0.24875
WP_011258442.1	ISL3-like element ISXoo13 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	411	0	0	1	411	1	411	0.0	850.0	DDE_Tnp_ISL3	PF01610.24	-	2.3000000000000002e-59	201.7	0.4	2.9e-59	201.4	0.4	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	1051.7	0.2525
WP_129215627.1	IS5-like element ISXoo5 family transposase [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	491	0	0	1	491	1	491	0.0	1000.0	DUF772	PF05598.17	-	1.6e-13	51.6	0.0	2.6e-09	38.0	0.0	2.6	1.0	1.0	0.0	2.0	2.0	2.0	2.0	Transposase			xoo	1051.6	0.255
WP_129215551.1	ISL3-like element ISXoo13 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	411	0	0	1	411	1	411	0.0	849.0	DDE_Tnp_ISL3	PF01610.24	-	2.3000000000000002e-59	201.7	0.4	2.9e-59	201.4	0.4	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	1050.7	0.2575
WP_012445091.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	491	0	0	1	491	1	491	0.0	999.0	DUF772	PF05598.17	-	1.9e-12	48.1	0.1	9.4e-10	39.5	0.0	2.6	1.0	1.0	1.0	2.0	2.0	2.0	2.0	Transposase			xoo	1047.1	0.26
WP_129215674.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	458	0	0	1	458	1	458	0.0	931.0	DUF772	PF05598.17	-	2.8e-19	70.0	0.0	5.3e-19	69.1	0.0	1.5	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	1001.0	0.2625
WP_012443646.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	458	0	0	1	458	1	458	0.0	930.0	DUF772	PF05598.17	-	3.1e-19	69.9	0.0	6.1e-19	68.9	0.0	1.5	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	999.9	0.27
WP_041182681.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	458	0	0	1	458	1	458	0.0	932.0	DUF772	PF05598.17	-	3e-18	66.7	0.0	6.1e-18	65.7	0.0	1.6	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	998.7	0.275
WP_070808022.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	458	0	0	1	458	1	458	0.0	927.0	DUF772	PF05598.17	-	1.3e-19	71.1	0.0	2.7e-19	70.1	0.0	1.6	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	998.1	0.2775
WP_069959672.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	458	0	0	1	458	1	458	0.0	927.0	DUF772	PF05598.17	-	1.8e-19	70.6	0.0	3.8e-19	69.6	0.0	1.6	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	997.6	0.28
WP_069965005.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	458	0	0	1	458	1	458	0.0	927.0	DUF772	PF05598.17	-	1.9e-19	70.5	0.0	3.7e-19	69.6	0.0	1.5	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	997.5	0.2825
WP_129215667.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	458	0	0	1	458	1	458	0.0	927.0	DUF772	PF05598.17	-	4.8e-19	69.3	0.0	9.7e-19	68.3	0.0	1.5	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	996.3	0.285
WP_242505196.1	DUF2345 domain-containing protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	412	0	0	1	412	1	412	0.0	820.0	DUF2345	PF10106.15	-	6.7e-40	137.0	11.5	6.7e-40	137.0	11.5	2.1	2.0	0.0	0.0	2.0	2.0	2.0	1.0	Uncharacterized			xoo	957.0	0.2875
WP_011409252.1	MULTISPECIES: type VI immunity family protein [Xanthomonas]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	361	0	0	1	361	1	361	0.0	743.0	TsiV	PF11876.14	-	1.3e-61	209.0	0.0	1.5e-61	208.7	0.0	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Type			xoo	952.0	0.29
WP_011409251.1	MULTISPECIES: type VI immunity family protein [Xanthomonas]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	356	0	0	1	356	1	356	0.0	732.0	TsiV	PF11876.14	-	1.2e-59	202.5	0.0	1.4000000000000001e-59	202.3	0.0	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Type			xoo	934.5	0.2925
WP_027703659.1	AAA family ATPase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	397	0	0	1	397	1	397	0.0	824.0	AAA_21	PF13304.13	-	8.5e-29	102.0	0.4	1.2e-27	98.2	0.4	2.1	1.0	1.0	0.0	1.0	1.0	1.0	1.0	AAA			xoo	926.0	0.295
WP_011260863.1	AAA family ATPase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	398	0	0	1	398	1	398	0.0	813.0	AAA_21	PF13304.13	-	3.7e-30	106.5	1.3	1.3999999999999998e-29	104.7	1.3	1.8	1.0	1.0	0.0	1.0	1.0	1.0	1.0	AAA			xoo	919.5	0.2975
WP_082356988.1	IS5-like element ISXoo14 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	395	0	0	1	395	1	395	0.0	818.0	DUF772	PF05598.17	-	3.3e-28	98.6	0.1	6.100000000000001e-28	97.8	0.1	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	916.6	0.3
WP_041182596.1	IS4 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	404	0	0	1	404	1	404	0.0	803.0	DDE_Tnp_1	PF01609.28	-	8.1e-24	85.1	0.4	2.4e-22	80.2	0.0	2.2	2.0	0.0	0.0	2.0	2.0	2.0	2.0	Transposase			xoo	888.1	0.31
WP_011407913.1	MULTISPECIES: IS4-like element ISXo14 family transposase [Gammaproteobacteria]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	404	0	0	1	404	1	404	0.0	803.0	DDE_Tnp_1	PF01609.28	-	1e-22	81.5	0.0	2e-22	80.5	0.0	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	884.5	0.315
WP_044756487.1	IS4-like element ISXo14 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	404	0	0	1	404	1	404	0.0	802.0	DDE_Tnp_1	PF01609.28	-	1e-22	81.5	0.0	2e-22	80.5	0.0	1.5	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	883.5	0.3175
WP_129215605.1	IS4-like element ISXo14 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	404	0	0	1	404	1	404	0.0	801.0	DDE_Tnp_1	PF01609.28	-	1e-22	81.5	0.0	2e-22	80.5	0.0	1.5	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	882.5	0.32
WP_129215565.1	IS4 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	401	0	0	1	401	1	401	0.0	797.0	DDE_Tnp_1	PF01609.28	-	8.199999999999999e-24	85.1	0.7	2e-22	80.5	0.0	2.2	2.0	0.0	0.0	2.0	2.0	2.0	2.0	Transposase			xoo	882.1	0.3225
WP_129215617.1	IS4-like element ISXo14 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	404	0	0	1	404	1	404	0.0	802.0	DDE_Tnp_1	PF01609.28	-	3e-22	80.0	0.0	5.5e-22	79.1	0.0	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	882.0	0.325
WP_129215642.1	IS4 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	389	0	0	1	389	1	389	0.0	776.0	DDE_Tnp_1	PF01609.28	-	1.1e-22	81.3	0.0	1.8000000000000001e-22	80.7	0.0	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	857.3	0.34
WP_069963868.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	365	0	0	1	365	1	365	0.0	755.0	DUF772	PF05598.17	-	2.5e-28	99.0	0.1	5.300000000000001e-28	98.0	0.1	1.6	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	854.0	0.3475
WP_229002664.1	cytochrome-c peroxidase [Xanthomonas oryzae]	SP	0.000337	0.999025	0.000157	0.000158	0.000142	0.000144	CS pos: 15-16. Pr: 0.9429	100.0	338	0	0	1	338	1	338	0.0	701.0	CCP_MauG	PF03150.20	-	3.3e-44	151.7	1.3	5.8e-39	134.7	0.0	2.6	2.0	1.0	0.0	2.0	2.0	2.0	2.0	Di-haem			xoo	852.7	0.35
WP_012443821.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	352	0	0	1	352	1	352	0.0	716.0	DDE_3	PF13358.13	-	4.7e-33	114.7	0.0	6.7e-33	114.2	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	830.7	0.375
WP_129215604.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	352	0	0	1	352	1	352	0.0	715.0	DDE_3	PF13358.13	-	2.2e-32	112.5	0.0	3.1e-32	112.0	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	827.5	0.3775
WP_011407587.1	MULTISPECIES: IS630 family transposase [Xanthomonas]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	344	0	0	1	344	1	344	0.0	703.0	DDE_3	PF13358.13	-	8.900000000000001e-36	123.5	0.0	1.3e-35	123.0	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	826.5	0.38
WP_080256641.1	RHS repeat protein [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	336	0	0	1	336	1	336	0.0	688.0	RHS_repeat	PF05593.20	-	1.3e-40	137.6	27.4	6.2e-08	33.4	1.5	9.0	5.0	4.0	4.0	9.0	9.0	9.0	8.0	RHS			xoo	825.6	0.3825
WP_012444301.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	352	0	0	1	352	1	352	0.0	710.0	DDE_3	PF13358.13	-	4.1e-33	114.9	0.0	6.1e-33	114.3	0.0	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	824.9	0.385
WP_129215673.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	352	0	0	1	352	1	352	0.0	710.0	DDE_3	PF13358.13	-	8.500000000000001e-33	113.8	0.0	1.2e-32	113.3	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	823.8	0.3875
WP_129215635.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	351	0	0	1	351	1	351	0.0	709.0	DDE_3	PF13358.13	-	6.1e-33	114.3	0.0	8.8e-33	113.8	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	823.3	0.39
WP_011258918.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	352	0	0	1	352	1	352	0.0	716.0	DDE_3	PF13358.13	-	1.6e-30	106.5	0.0	2.3e-30	105.9	0.0	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	822.5	0.39375
WP_129215620.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	353	0	0	1	353	1	353	0.0	732.0	DUF772	PF05598.17	-	1.2e-25	90.5	0.1	2.4e-25	89.5	0.1	1.5	1.0	0.0	0.0	1.0	1.0	1.0	1.0	Transposase			xoo	822.5	0.39375
WP_109181955.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	352	0	0	1	352	1	352	0.0	711.0	DDE_3	PF13358.13	-	8.999999999999999e-32	110.5	0.0	1.2e-31	110.1	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	821.5	0.40125
WP_129215611.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	352	0	0	1	352	1	352	0.0	710.0	DDE_3	PF13358.13	-	4.5e-32	111.5	0.0	6.6e-32	111.0	0.0	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	821.5	0.40125
WP_044756993.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	352	0	0	1	352	1	352	0.0	712.0	DDE_3	PF13358.13	-	2.6999999999999997e-31	109.0	0.0	3.7e-31	108.5	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	821.0	0.405
WP_044757045.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	352	0	0	1	352	1	352	0.0	712.0	DDE_3	PF13358.13	-	1.9e-30	106.2	0.0	2.9e-30	105.7	0.0	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	818.2	0.4075
WP_012443584.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	348	0	0	1	348	1	348	0.0	706.0	DDE_3	PF13358.13	-	3.1e-32	112.0	0.0	4.6e-32	111.5	0.0	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	818.0	0.41
WP_129215599.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	360	0	0	1	360	1	360	0.0	749.0	DDE_3	PF13358.13	-	1.9e-18	67.3	0.1	5.3e-18	65.9	0.0	1.8	2.0	0.0	0.0	2.0	2.0	2.0	1.0	DDE			xoo	816.3	0.4125
WP_041182468.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1.0	1e-06	0.0	0.0	0.0	0.0		100.0	360	0	0	1	360	1	360	0.0	748.0	DDE_3	PF13358.13	-	2.7e-17	63.6	0.0	4.5e-17	62.9	0.0	1.4	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	811.6	0.415
WP_129215621.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	343	0	0	1	343	1	343	0.0	699.0	DDE_3	PF13358.13	-	4.6e-31	108.2	0.0	6.7e-31	107.7	0.0	1.3	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	807.2	0.4175
WP_011259588.1	MULTISPECIES: cytochrome-c peroxidase [Xanthomonas]	SP	0.063441	0.929913	0.001899	0.00401	0.00046	0.000245	CS pos: 40-41. Pr: 0.8849	100.0	330	0	0	1	330	1	330	0.0	671.0	CCP_MauG	PF03150.20	-	5.6e-39	134.7	0.0	8.2e-34	118.0	0.0	2.2	2.0	0.0	0.0	2.0	2.0	2.0	2.0	Di-haem			xoo	805.7	0.42
WP_425512733.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1.0	0.0	0.0	0.0	0.0	0.0		100.0	343	0	0	1	343	1	343	0.0	693.0	DDE_3	PF13358.13	-	1.5e-30	106.5	0.0	2.2000000000000002e-30	106.0	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0	DDE			xoo	799.5	0.4225
