ID	Protein description	Prediction	OTHER	SP(Sec/SPI)	LIPO(Sec/SPII)	TAT(Tat/SPI)	TATLIPO(Tat/SPII)	PILIN(Sec/SPIII)	CS Position	percent_identity	alignment_length	mismatches	gap_opens	query_start	query_end	subject_start	subject_end	evalue	bit_score	target_name	target_accession	query_accession	full_evalue	full_score	full_bias	best1_evalue	best1_score	best1_bias	expected	regions	clusters	overlap count	envelope count	domains	repeats	inclusion	description
WP_129215542.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	321	0	0	1	321	1	321	0	668	DDE_Tnp_IS1595	PF12762.14	-	2.8E-35	122.1	0	4.3E-35	121.5	0	1.3	1	0	0	1	1	1	1	ISXO2-like
WP_129215543.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	439	0	0	1	439	1	439	0	905	DDE_5	PF13546.13	-	1.1E-84	284.9	10.3	1.7E-84	284.2	10.3	1.3	1	0	0	1	1	1	1	DDE
WP_129215544.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	254	0	0	1	254	1	254	0	530	DUF4096	PF13340.12	-	6.2E-21	75	0.6	1.1E-20	74.2	0.1	1.7	2	0	0	2	2	2	1	Putative
WP_129215546.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	244	0	0	1	244	1	244	0	509	DDE_Tnp_1	PF01609.28	-	2.1E-19	70.7	0.9	1.5E-17	64.6	0.9	2.1	1	1	0	1	1	1	1	Transposase
WP_129215550.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	321	0	0	1	321	1	321	0	669	DDE_Tnp_IS1595	PF12762.14	-	4E-33	115.1	0	6E-33	114.5	0	1.3	1	0	0	1	1	1	1	ISXO2-like
WP_129215551.1	ISL3-like element ISXoo13 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	411	0	0	1	411	1	411	0	849	DDE_Tnp_ISL3	PF01610.24	-	2.3E-59	201.7	0.4	2.9E-59	201.4	0.4	1.1	1	0	0	1	1	1	1	Transposase
WP_129215552.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	439	0	0	1	439	1	439	0	905	DDE_5	PF13546.13	-	1.1E-84	284.9	10.3	1.7E-84	284.2	10.3	1.3	1	0	0	1	1	1	1	DDE
WP_129215553.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	439	0	0	1	439	1	439	0	903	DDE_5	PF13546.13	-	1.9E-84	284.1	10.5	3.3E-84	283.3	10.5	1.4	1	0	0	1	1	1	1	DDE
WP_129215554.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	254	0	0	1	254	1	254	0	530	DUF4096	PF13340.12	-	5E-21	75.3	0.6	8.9E-21	74.5	0.1	1.7	2	0	0	2	2	2	1	Putative
WP_129215558.1	IS701 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	439	0	0	1	439	1	439	0	902	DDE_5	PF13546.13	-	5.8E-85	285.7	9.8	9.6E-85	285	9.8	1.4	1	0	0	1	1	1	1	DDE
WP_129215560.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	266	0	0	1	266	1	266	0	551	DDE_Tnp_1	PF01609.28	-	2.4E-31	109.6	0.1	3.8E-31	109	0.1	1.3	1	0	0	1	1	1	1	Transposase
WP_129215561.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	321	0	0	1	321	1	321	0	667	DDE_Tnp_IS1595	PF12762.14	-	4.1E-33	115	0	6E-33	114.5	0	1.2	1	0	0	1	1	1	1	ISXO2-like
WP_129215562.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	266	0	0	1	266	1	266	0	550	DDE_Tnp_1	PF01609.28	-	1.1E-30	107.5	0.2	1.7E-30	106.8	0.2	1.3	1	0	0	1	1	1	1	Transposase
WP_129215563.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	321	0	0	1	321	1	321	0	669	DDE_Tnp_IS1595	PF12762.14	-	4E-33	115.1	0	5.7E-33	114.6	0	1.2	1	0	0	1	1	1	1	ISXO2-like
WP_129215565.1	IS4 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	401	0	0	1	401	1	401	0	797	DDE_Tnp_1	PF01609.28	-	8.2E-24	85.1	0.7	2E-22	80.5	0	2.2	2	0	0	2	2	2	2	Transposase
WP_129215567.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	266	0	0	1	266	1	266	0	550	DDE_Tnp_1	PF01609.28	-	3.5E-31	109.1	0.1	5.5E-31	108.5	0.1	1.3	1	0	0	1	1	1	1	Transposase
WP_129215568.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	266	0	0	1	266	1	266	0	550	DDE_Tnp_1	PF01609.28	-	3.5E-31	109.1	0.1	5.5E-31	108.5	0.1	1.3	1	0	0	1	1	1	1	Transposase
WP_129215569.1	T6SS effector phospholipase Tle3 domain-containing protein [Xanthomonas oryzae]	OTHER	1	0.000004	0	0	0	0	NA	100	734	0	0	1	734	1	734	0	1525	Tle3	PF24322.3	-	2E-89	300.8	0	2.8E-89	300.4	0	1.1	1	0	0	1	1	1	1	T6SS
WP_129215570.1	T6SS effector phospholipase Tle3 domain-containing protein [Xanthomonas oryzae]	OTHER	1	0.000009	0	0	0	0	NA	100	734	0	0	1	734	1	734	0	1525	Tle3	PF24322.3	-	4.3E-90	303	0	5.9E-90	302.6	0	1.1	1	0	0	1	1	1	1	T6SS
WP_129215571.1	type VI lipase adapter Tla3 domain-containing protein [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	563	0	0	1	563	1	563	0	1148	Tla3_C	PF20995.4	-	2.4E-50	170.6	0	5.1E-50	169.6	0	1.6	1	0	0	1	1	1	1	Type
WP_129215572.1	T6SS effector phospholipase Tle3 domain-containing protein [Xanthomonas oryzae]	OTHER	1	0.000009	0	0	0	0	NA	100	720	0	0	1	720	1	720	0	1500	Tle3	PF24322.3	-	8.9E-91	305.3	0	1.3E-90	304.8	0	1.2	1	0	0	1	1	1	1	T6SS
WP_129215573.1	type VI lipase adapter Tla3 domain-containing protein [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	558	0	0	1	558	1	558	0	1132	Tla3_C	PF20995.4	-	1.4E-50	171.5	0	3.1E-50	170.3	0	1.6	2	0	0	2	2	2	1	Type
WP_129215581.1	DUF3304 domain-containing protein [Xanthomonas oryzae]	LIPO	0.003863	0.094658	0.901009	0.000394	0.000078	0.000024	CS pos: 35-36. Pr: 0.9939	100	198	0	0	1	198	1	198	9.1E-149	405	DUF3304	PF11745.14	-	7.9E-22	78.1	0	1.1E-21	77.7	0	1.2	1	0	0	1	1	1	1	Protein
WP_129215582.1	T6SS phospholipase effector Tle1-like catalytic domain-containing protein [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	743	0	0	1	743	1	743	0	1529	T6SS_Tle1-like_cat	PF09994.15	-	8E-26	91.6	0	6.5E-13	49.2	0	3.4	3	0	0	3	3	3	3	T6SS,
WP_129215584.1	type VI secretion system Vgr family protein [Xanthomonas oryzae]	OTHER	0.999895	0.00016	0	0	0	0	NA	100	845	0	0	1	845	1	845	0	1670	Phage_GPD	PF05954.18	-	3.5E-63	214.1	6.2	3.5E-63	214.1	6.2	1.7	2	0	0	2	2	2	1	Phage
WP_129215585.1	type VI secretion system Vgr family protein [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	920	0	0	1	920	1	920	0	1829	Phage_GPD	PF05954.18	-	2.1E-70	237.8	7.4	2.1E-70	237.8	7.4	1.5	2	0	0	2	2	2	1	Phage
WP_129215587.1	T6SS effector BTH_I2691 family protein [Xanthomonas oryzae]	OTHER	1	0.000001	0	0	0	0	NA	100	954	0	0	1	954	1	954	0	1943	VasX_N	PF20249.4	-	1.5E-41	142.6	0	2.8E-41	141.8	0	1.4	1	0	0	1	1	1	1	VasX
WP_129215591.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	439	0	0	1	439	1	439	0	904	DDE_5	PF13546.13	-	1E-84	284.9	10.1	1.8E-84	284.1	10.1	1.4	1	0	0	1	1	1	1	DDE
WP_129215592.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	321	0	0	1	321	1	321	0	668	DDE_Tnp_IS1595	PF12762.14	-	4.1E-34	118.3	0	5.9E-34	117.8	0	1.2	1	0	0	1	1	1	1	ISXO2-like
WP_129215593.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	266	0	0	1	266	1	266	0	550	DDE_Tnp_1	PF01609.28	-	4.9E-31	108.6	0.1	7.6E-31	108	0.1	1.3	1	0	0	1	1	1	1	Transposase
WP_129215594.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	321	0	0	1	321	1	321	0	668	DDE_Tnp_IS1595	PF12762.14	-	1E-36	126.8	0	1.5E-36	126.3	0	1.2	1	0	0	1	1	1	1	ISXO2-like
WP_129215596.1	T6SS effector BTH_I2691 family protein [Xanthomonas oryzae]	OTHER	1	0.000001	0	0	0	0	NA	100	955	0	0	1	955	1	955	0	1943	VasX_N	PF20249.4	-	1.4E-41	142.8	0	2.6E-41	141.9	0	1.4	1	0	0	1	1	1	1	VasX
WP_129215597.1	type VI secretion system Vgr family protein [Xanthomonas oryzae]	OTHER	1	0.000001	0	0	0	0	NA	100	892	0	0	1	892	1	892	0	1792	DUF2345	PF10106.15	-	1.3E-29	103.6	8.3	1.3E-29	103.6	8.3	1.7	2	0	0	2	2	2	1	Uncharacterized
WP_129215599.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1	0.000001	0	0	0	0	NA	100	360	0	0	1	360	1	360	0	749	DDE_3	PF13358.13	-	1.9E-18	67.3	0.1	5.3E-18	65.9	0	1.8	2	0	0	2	2	2	1	DDE
WP_129215603.1	ISL3-like element ISXoo13 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	411	0	0	1	411	1	411	0	851	DDE_Tnp_ISL3	PF01610.24	-	3.1E-60	204.5	0.5	3.9E-60	204.2	0.5	1.1	1	0	0	1	1	1	1	Transposase
WP_129215604.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	352	0	0	1	352	1	352	0	715	DDE_3	PF13358.13	-	2.2E-32	112.5	0	3.1E-32	112	0	1.2	1	0	0	1	1	1	1	DDE
WP_129215605.1	IS4-like element ISXo14 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	404	0	0	1	404	1	404	0	801	DDE_Tnp_1	PF01609.28	-	1E-22	81.5	0	2E-22	80.5	0	1.5	1	0	0	1	1	1	1	Transposase
WP_129215608.1	IPT/TIG domain-containing protein [Xanthomonas oryzae]	OTHER	1	0.000009	0	0	0	0	NA	100	1441	0	0	1	1441	1	1441	0	2791	TIG	PF01833.31	-	0.0000000087	35.9	28.6	0.00000014	32	2.5	5.6	5	0	0	5	5	5	2	IPT/TIG
WP_129215611.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	352	0	0	1	352	1	352	0	710	DDE_3	PF13358.13	-	4.5E-32	111.5	0	6.6E-32	111	0	1.3	1	0	0	1	1	1	1	DDE
WP_129215613.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	321	0	0	1	321	1	321	0	668	DDE_Tnp_IS1595	PF12762.14	-	7.7E-36	123.9	0	1.1E-35	123.4	0	1.2	1	0	0	1	1	1	1	ISXO2-like
WP_129215614.1	IS30-like element IS1112 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	318	0	0	1	318	1	318	0	648	HTH_38	PF13936.13	-	6.5E-16	58.4	6	3E-15	56.2	1	2.6	2	0	0	2	2	2	1	Helix-turn-helix
WP_129215616.1	ISL3-like element ISXoo13 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	411	0	0	1	411	1	411	0	850	DDE_Tnp_ISL3	PF01610.24	-	8.2E-60	203.2	0.5	1E-59	202.8	0.5	1.1	1	0	0	1	1	1	1	Transposase
WP_129215617.1	IS4-like element ISXo14 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	404	0	0	1	404	1	404	0	802	DDE_Tnp_1	PF01609.28	-	3E-22	80	0	5.5E-22	79.1	0	1.4	1	0	0	1	1	1	1	Transposase
WP_129215618.1	IS701 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	439	0	0	1	439	1	439	0	904	DDE_5	PF13546.13	-	1.9E-84	284	10.5	3.3E-84	283.3	10.5	1.4	1	0	0	1	1	1	1	DDE
WP_129215619.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	439	0	0	1	439	1	439	0	904	DDE_5	PF13546.13	-	2.6E-84	283.6	9.8	4.5E-84	282.8	9.8	1.4	1	0	0	1	1	1	1	DDE
WP_129215620.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	353	0	0	1	353	1	353	0	732	DUF772	PF05598.17	-	1.2E-25	90.5	0.1	2.4E-25	89.5	0.1	1.5	1	0	0	1	1	1	1	Transposase
WP_129215621.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	343	0	0	1	343	1	343	0	699	DDE_3	PF13358.13	-	4.6E-31	108.2	0	6.7E-31	107.7	0	1.3	1	0	0	1	1	1	1	DDE
WP_129215623.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	321	0	0	1	321	1	321	0	669	DDE_Tnp_IS1595	PF12762.14	-	1.8E-36	126	0	2.6E-36	125.4	0	1.2	1	0	0	1	1	1	1	ISXO2-like
WP_129215624.1	T6SS effector BTH_I2691 family protein [Xanthomonas oryzae]	OTHER	0.999838	0.000145	0.000021	0.000001	0	0.000008	NA	100	944	0	0	1	944	1	944	0	1948	VasX_N	PF20249.4	-	2.7E-38	132.1	0	6.3E-38	130.9	0	1.7	1	0	0	1	1	1	1	VasX
WP_129215625.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	439	0	0	1	439	1	439	0	903	DDE_5	PF13546.13	-	5.2E-84	282.6	9.8	8.8E-84	281.8	9.8	1.4	1	0	0	1	1	1	1	DDE
WP_129215627.1	IS5-like element ISXoo5 family transposase [Xanthomonas oryzae]	OTHER	1	0.000001	0	0	0	0	NA	100	491	0	0	1	491	1	491	0	1000	DUF772	PF05598.17	-	1.6E-13	51.6	0	0.0000000026	38	0	2.6	1	1	0	2	2	2	2	Transposase
WP_129215629.1	T6SS effector BTH_I2691 family protein [Xanthomonas oryzae]	OTHER	1	0.000001	0	0	0	0	NA	100	780	0	0	1	780	1	780	0	1594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_129215631.1	nucleic acid/nucleotide deaminase domain-containing protein [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	86	0	0	1	86	1	86	6.6E-63	179	XOO_2897-deam	PF14440.13	-	1.1E-15	58.2	0	1.2E-15	58	0	1	1	0	0	1	1	1	1	Xanthomonas
WP_129215632.1	RHS repeat-associated core domain-containing protein [Xanthomonas oryzae]	OTHER	1	0.000003	0	0	0	0	NA	100	1428	0	0	1	1428	1	1428	0	2918	RHS_repeat	PF05593.20	-	5.8E-74	243.8	84.1	9E-11	42.5	1.4	16.4	16	2	0	17	17	17	13	RHS
WP_129215635.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	351	0	0	1	351	1	351	0	709	DDE_3	PF13358.13	-	6.1E-33	114.3	0	8.8E-33	113.8	0	1.2	1	0	0	1	1	1	1	DDE
WP_129215641.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	321	0	0	1	321	1	321	0	666	DDE_Tnp_IS1595	PF12762.14	-	4E-34	118.3	0	5.9E-34	117.8	0	1.3	1	0	0	1	1	1	1	ISXO2-like
WP_129215642.1	IS4 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	389	0	0	1	389	1	389	0	776	DDE_Tnp_1	PF01609.28	-	1.1E-22	81.3	0	1.8E-22	80.7	0	1.3	1	0	0	1	1	1	1	Transposase
WP_129215644.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	439	0	0	1	439	1	439	0	904	DDE_5	PF13546.13	-	1.1E-84	284.9	10.5	1.7E-84	284.2	10.5	1.3	1	0	0	1	1	1	1	DDE
WP_129215645.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	321	0	0	1	321	1	321	0	669	DDE_Tnp_IS1595	PF12762.14	-	5.2E-36	124.5	0	7.5E-36	123.9	0	1.2	1	0	0	1	1	1	1	ISXO2-like
WP_129215646.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	439	0	0	1	439	1	439	0	904	DDE_5	PF13546.13	-	4.9E-84	282.7	10.1	8.2E-84	281.9	10.1	1.4	1	0	0	1	1	1	1	DDE
WP_129215648.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	266	0	0	1	266	1	266	0	550	DDE_Tnp_1	PF01609.28	-	3.5E-31	109.1	0.1	5.5E-31	108.5	0.1	1.3	1	0	0	1	1	1	1	Transposase
WP_129215649.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	439	0	0	1	439	1	439	0	904	DDE_5	PF13546.13	-	5.5E-85	285.8	9.8	9.6E-85	285	9.8	1.4	1	0	0	1	1	1	1	DDE
WP_129215650.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	439	0	0	1	439	1	439	0	903	DDE_5	PF13546.13	-	1E-84	284.9	10.2	1.8E-84	284.1	10.2	1.4	1	0	0	1	1	1	1	DDE
WP_129215651.1	IS30-like element IS1112a family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	318	0	0	1	318	1	318	0	652	HTH_38	PF13936.13	-	8.8E-16	58	6.2	2.8E-15	56.3	1.9	2.6	2	0	0	2	2	2	1	Helix-turn-helix
WP_129215652.1	hypothetical protein [Xanthomonas oryzae]	LIPO	0	0.000001	1	0	0	0	CS pos: 11-12. Pr: 0.9969	100	131	0	0	1	131	1	131	1.99E-98	272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_129215653.1	filamentous hemagglutinin [Xanthomonas oryzae]	OTHER	1	0.000002	0	0	0	0	NA	100	186	0	0	1	186	1	186	7.92E-142	387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_129215654.1	hypothetical protein [Xanthomonas oryzae]	LIPO	0	0.000001	1	0	0	0	CS pos: 19-20. Pr: 0.9964	100	137	0	0	1	137	1	137	1.47E-103	286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_129215655.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	73	0	0	1	73	1	73	4.45E-52	150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_129215656.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	321	0	0	1	321	1	321	0	668	DDE_Tnp_IS1595	PF12762.14	-	2.6E-36	125.5	0	3.7E-36	125	0	1.2	1	0	0	1	1	1	1	ISXO2-like
WP_129215657.1	IS1595-like element ISXo5 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	321	0	0	1	321	1	321	0	668	DDE_Tnp_IS1595	PF12762.14	-	2.8E-36	125.4	0	4E-36	124.8	0	1.2	1	0	0	1	1	1	1	ISXO2-like
WP_129215658.1	IS701-like element ISXo15 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	439	0	0	1	439	1	439	0	905	DDE_5	PF13546.13	-	1.6E-84	284.3	9.9	2.5E-84	283.6	9.9	1.3	1	0	0	1	1	1	1	DDE
WP_129215660.1	IS30 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	307	0	0	1	307	1	307	0	627	HTH_38	PF13936.13	-	2.4E-12	47	3	5.2E-11	42.7	0.1	2.7	2	0	0	2	2	2	1	Helix-turn-helix
WP_129215666.1	IS256-like element IS1113 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	394	0	0	1	394	1	394	0	812	Transposase_mut	PF00872.25	-	1.1E-109	367.4	0.4	1.4E-109	367.1	0.4	1	1	0	0	1	1	1	1	Transposase,
WP_129215667.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1	0.000001	0	0	0	0	NA	100	458	0	0	1	458	1	458	0	927	DUF772	PF05598.17	-	4.8E-19	69.3	0	9.7E-19	68.3	0	1.5	1	0	0	1	1	1	1	Transposase
WP_129215671.1	T6SS effector BTH_I2691 family protein [Xanthomonas oryzae]	OTHER	0.999843	0.000145	0.000021	0.000001	0	0.000008	NA	100	944	0	0	1	944	1	944	0	1954	VasX_N	PF20249.4	-	7E-39	134	0	1.5E-38	132.9	0	1.6	1	0	0	1	1	1	1	VasX
WP_129215673.1	IS630 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	352	0	0	1	352	1	352	0	710	DDE_3	PF13358.13	-	8.5E-33	113.8	0	1.2E-32	113.3	0	1.2	1	0	0	1	1	1	1	DDE
WP_129215674.1	IS5 family transposase [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	458	0	0	1	458	1	458	0	931	DUF772	PF05598.17	-	2.8E-19	70	0	5.3E-19	69.1	0	1.5	1	0	0	1	1	1	1	Transposase
WP_153296782.1	hypothetical protein [Xanthomonas oryzae]	OTHER	0.999999	0.000001	0.000002	0	0	0	NA	100	45	0	0	1	45	1	45	6.37E-29	90.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_154215195.1	nucleic acid/nucleotide deaminase domain-containing protein [Xanthomonas oryzae]	OTHER	0.999608	0.000392	0.000022	0.000001	0.000001	0.000003	NA	100	208	0	0	1	208	1	208	2.59E-159	432	XOO_2897-deam	PF14440.13	-	1.2E-22	80.5	0	1.8E-22	79.9	0	1.3	1	0	0	1	1	1	1	Xanthomonas
WP_154215197.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	282	0	0	1	282	1	282	0	589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_158645226.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	65	0	0	1	65	1	65	1.27E-46	136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_162866900.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	58	0	0	1	58	1	58	2.85E-38	115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_181679655.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	65	0	0	1	65	1	65	1.83E-46	136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_206737953.1	type VI secretion system Vgr family protein [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	940	0	0	1	940	1	940	0	1865	Phage_GPD	PF05954.18	-	2E-66	224.8	2.4	4.1E-66	223.8	2.4	1.5	1	0	0	1	1	1	1	Phage
WP_207209305.1	DUF6708 domain-containing protein [Xanthomonas oryzae]	OTHER	0.999916	0.000074	0.000001	0	0	0.000004	NA	100	341	0	0	1	341	1	341	0	701	DUF6708	PF20455.4	-	1.5E-19	71.2	3.6	1.5E-18	67.9	3.6	2.1	1	1	0	1	1	1	1	Family
WP_224229837.1	PAAR domain-containing protein [Xanthomonas oryzae]	OTHER	1	0.000001	0	0	0	0	NA	100	59	0	0	1	59	1	59	7.61E-40	119	PAAR_motif	PF05488.19	-	3.6E-11	43.6	0.7	4.2E-11	43.4	0.7	1	1	0	0	1	1	1	1	PAAR
WP_228329689.1	PAAR domain-containing protein [Xanthomonas oryzae]	OTHER	1	0.000002	0	0	0	0	NA	100	59	0	0	1	59	1	59	1.01E-39	119	PAAR_motif	PF05488.19	-	9.2E-10	39.1	0.6	0.0000000011	38.9	0.6	1.1	1	0	0	1	1	1	1	PAAR
WP_229001923.1	DUF4276 family protein [Xanthomonas oryzae]	OTHER	0.999996	0.000021	0.000001	0	0	0	NA	100	169	0	0	1	169	1	169	2.12E-126	346	DUF4276	PF14103.12	-	0.0000000048	37.3	0	0.000000011	36.1	0	1.6	1	1	0	1	1	1	1	Domain
WP_229002594.1	RHS repeat domain-containing protein [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	1156	0	0	1	1156	1	1156	0	2342	RHS_repeat	PF05593.20	-	1E-59	198.5	113.5	0.0000007	30.1	1.5	19.8	13	3	9	22	22	22	19	RHS
WP_229002596.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1	0.000004	0	0	0	0	NA	100	143	0	0	1	143	1	143	9.93E-105	289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_229002661.1	hypothetical protein [Xanthomonas oryzae]	OTHER	1	0	0	0	0	0	NA	100	118	0	0	1	118	1	118	1.48E-87	244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WP_229002664.1	cytochrome-c peroxidase [Xanthomonas oryzae]	SP	0.000337	0.999025	0.000157	0.000158	0.000142	0.000144	CS pos: 15-16. Pr: 0.9429	100	338	0	0	1	338	1	338	0	701	CCP_MauG	PF03150.20	-	3.3E-44	151.7	1.3	5.8E-39	134.7	0	2.6	2	1	0	2	2	2	2	Di-haem
WP_229002670.1	MULTISPECIES: PAAR domain-containing protein [Xanthomonas]	OTHER	0.999537	0.000464	0.000019	0.000001	0	0.000001	NA	100	93	0	0	1	93	1	93	8.77E-67	189	PAAR_motif	PF05488.19	-	0.0000035	27.6	1.1	0.0000037	27.6	0.1	1.6	2	0	0	2	2	2	1	PAAR
WP_229002792.1	type VI secretion system tip protein VgrG [Xanthomonas oryzae]	OTHER	0.997757	0.002231	0.00004	0.000004	0.000002	0.000005	NA	100	461	0	0	1	461	1	461	0	905	DUF2345	PF10106.15	-	2.6E-49	167.5	5.7	2.6E-49	167.5	5.7	2	2	0	0	2	2	2	1	Uncharacterized
